epoch,accuracy,loss,val_accuracy,val_loss
0,0.27871429920196533,1.8636246919631958,0.35199999809265137,1.3303470611572266
1,0.38842856884002686,1.4961142539978027,0.5166666507720947,1.0564098358154297
2,0.5375714302062988,1.1398447751998901,0.5886666774749756,0.9784860014915466
3,0.6355714201927185,0.9201874136924744,0.5953333377838135,0.8615976572036743
4,0.6938571333885193,0.8033943772315979,0.7540000081062317,0.6234874129295349
5,0.7310000061988831,0.7028457522392273,0.753333330154419,0.6253530383110046
6,0.7732856869697571,0.6138316988945007,0.7753333449363708,0.5872775316238403
7,0.8052856922149658,0.5239772796630859,0.8546666502952576,0.3994830250740051
8,0.8199999928474426,0.5047616958618164,0.8613333106040955,0.42183980345726013
9,0.8347142934799194,0.4597882926464081,0.8826666474342346,0.34959957003593445
10,0.8564285635948181,0.42117592692375183,0.8199999928474426,0.4885305166244507
11,0.8567143082618713,0.40851861238479614,0.7566666603088379,0.6464943289756775
12,0.8645714521408081,0.38706451654434204,0.8799999952316284,0.358806312084198
13,0.8672857284545898,0.3763793110847473,0.887333333492279,0.3377809524536133
14,0.8754285573959351,0.35771068930625916,0.7973333597183228,0.6935017108917236
15,0.880142867565155,0.33934837579727173,0.9026666879653931,0.29794955253601074
16,0.8880000114440918,0.3314419388771057,0.8653333187103271,0.34820112586021423
17,0.8895714282989502,0.3295053243637085,0.8733333349227905,0.4234505891799927
18,0.8905714154243469,0.3194044828414917,0.8679999709129333,0.38258442282676697
19,0.8924285769462585,0.31620702147483826,0.9066666960716248,0.28340303897857666
20,0.9014285802841187,0.2954038381576538,0.9100000262260437,0.2701045572757721
21,0.8924285769462585,0.3120560348033905,0.8560000061988831,0.400038480758667
22,0.897428572177887,0.30034875869750977,0.887333333492279,0.3851745128631592
23,0.8960000276565552,0.30241847038269043,0.8973333239555359,0.2990938127040863
24,0.9015714526176453,0.2878272831439972,0.9179999828338623,0.24083836376667023
25,0.9045714139938354,0.28008517622947693,0.9139999747276306,0.24266067147254944
26,0.9039999842643738,0.2839541733264923,0.8840000033378601,0.34191104769706726
27,0.9015714526176453,0.2874130606651306,0.9086666703224182,0.2857194244861603
28,0.9102857112884521,0.2695442736148834,0.9166666865348816,0.2575574517250061
29,0.9098571538925171,0.266309529542923,0.9046666622161865,0.29299911856651306
30,0.9115714430809021,0.2615845501422882,0.9106666445732117,0.2506259083747864
31,0.9150000214576721,0.25963982939720154,0.9006666541099548,0.2965264618396759
32,0.9177142977714539,0.24315650761127472,0.8866666555404663,0.40738651156425476
33,0.9139999747276306,0.2542220652103424,0.903333306312561,0.29017961025238037
34,0.9175714254379272,0.23694132268428802,0.9153333306312561,0.25916779041290283
35,0.9161428809165955,0.25293049216270447,0.903333306312561,0.35130128264427185
36,0.915142834186554,0.25241777300834656,0.8733333349227905,0.4243069589138031
37,0.9135714173316956,0.25748759508132935,0.9013333320617676,0.3142416477203369
38,0.9167143106460571,0.24594268202781677,0.9293333292007446,0.204389750957489
39,0.9187142848968506,0.24364475905895233,0.8840000033378601,0.43584224581718445
40,0.9177142977714539,0.23683401942253113,0.918666660785675,0.23048710823059082
41,0.9165714383125305,0.24256841838359833,0.8913333415985107,0.3836195170879364
42,0.9188571572303772,0.23966512084007263,0.9193333387374878,0.2487325221300125
43,0.923714280128479,0.22858385741710663,0.921999990940094,0.24710725247859955
44,0.9212856888771057,0.22947846353054047,0.8966666460037231,0.3433854281902313
45,0.9169999957084656,0.23062217235565186,0.8966666460037231,0.2895716428756714
46,0.9197142720222473,0.22836540639400482,0.9100000262260437,0.28533610701560974
47,0.9225714206695557,0.2254898101091385,0.9306666851043701,0.21032671630382538
48,0.916857123374939,0.23208092153072357,0.8853333592414856,0.4202442765235901
49,0.9255714416503906,0.22982357442378998,0.8933333158493042,0.4194909632205963
